user_id,home_city,trusted_devices,trusted_browsers,login_time,city,latitude,longitude,device,browser,ip_address,is_suspicious
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-04-05 20:56:34.098889,New York,40.7128,-74.006,iPhone,Firefox,129.188.212.231,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-04-05 21:42:01.096979,New York,40.7128,-74.006,Android Phone,Chrome,195.2.39.200,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-04-06 12:59:32.103563,New York,40.7128,-74.006,iPhone,Firefox,152.169.206.156,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-04-07 17:12:26.094880,Sydney,-33.8688,151.2093,iPad,Chrome,142.186.28.157,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-04-07 17:23:11.098753,New York,40.7128,-74.006,Android Tablet,Chrome,204.117.191.75,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-04-08 06:56:18.098056,Tokyo,35.6762,139.6503,Android Tablet,Firefox,192.50.54.5,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-04-09 08:36:53.101680,Dubai,25.2048,55.2708,iPhone,Safari,157.230.173.5,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-04-09 15:30:42.103280,New York,40.7128,-74.006,Android Tablet,Chrome,150.69.70.209,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-04-10 15:04:13.093469,Paris,48.8566,2.3522,Android Tablet,Chrome,162.87.238.206,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-04-12 06:24:17.094735,Sydney,-33.8688,151.2093,iPhone,Chrome,75.71.68.162,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-04-12 07:14:47.096562,New York,40.7128,-74.006,iPhone,Edge,192.18.53.9,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-04-12 18:04:04.096143,New York,40.7128,-74.006,Windows Laptop,Chrome,66.172.255.196,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-04-13 09:49:19.088845,New York,40.7128,-74.006,Android Tablet,Edge,44.231.161.213,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-04-13 14:27:12.093919,New York,40.7128,-74.006,iPhone,Firefox,195.38.43.125,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-04-13 20:25:42.095317,Toronto,43.6532,-79.3832,Android Tablet,Firefox,209.14.217.11,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-04-15 23:13:26.101888,New York,40.7128,-74.006,Android Tablet,Chrome,14.156.162.37,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-04-19 06:06:48.094093,New York,40.7128,-74.006,iPhone,Chrome,84.233.224.81,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-04-20 19:20:17.095594,New York,40.7128,-74.006,iPhone,Firefox,51.176.13.61,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-04-23 20:46:05.099025,New York,40.7128,-74.006,Android Tablet,Firefox,117.91.68.192,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-04-24 10:47:26.093601,New York,40.7128,-74.006,Android Tablet,Edge,150.84.15.113,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-04-25 08:26:28.102572,New York,40.7128,-74.006,iPhone,Chrome,135.238.64.78,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-04-25 12:29:41.094318,New York,40.7128,-74.006,iPhone,Firefox,133.207.73.23,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-04-26 21:38:39.097913,New York,40.7128,-74.006,iPhone,Edge,168.196.89.229,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-04-30 12:23:31.097641,New York,40.7128,-74.006,Android Tablet,Firefox,47.57.142.87,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-05-01 08:28:11.094448,New York,40.7128,-74.006,iPhone,Firefox,219.71.28.63,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-05-05 14:20:00.097504,Toronto,43.6532,-79.3832,iPhone,Chrome,145.58.64.95,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-05-09 07:00:48.095171,Los Angeles,34.0522,-118.2437,iPhone,Firefox,126.207.78.15,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-05-11 22:20:53.099435,New York,40.7128,-74.006,iPhone,Chrome,71.127.79.58,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-05-11 22:22:53.099435,Singapore,1.3521,103.8198,Android Tablet,Safari,17.20.33.100,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-05-17 11:25:07.103131,New York,40.7128,-74.006,Android Tablet,Firefox,177.36.204.161,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-05-18 12:25:44.067923,London,51.5074,-0.1278,Android Tablet,Firefox,128.172.72.239,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-05-18 20:33:12.099984,Los Angeles,34.0522,-118.2437,iPhone,Chrome,164.247.128.28,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-05-19 14:33:31.096425,New York,40.7128,-74.006,iPhone,Chrome,217.92.74.74,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-05-20 03:36:24.097258,New York,40.7128,-74.006,iPhone,Firefox,20.106.198.143,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-05-22 22:18:16.094591,New York,40.7128,-74.006,Android Tablet,Firefox,76.126.189.250,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-05-23 08:05:53.103423,New York,40.7128,-74.006,iPhone,Chrome,24.50.120.105,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-05-23 14:23:14.095727,New York,40.7128,-74.006,iPhone,Firefox,72.37.121.89,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-05-26 11:32:01.097385,New York,40.7128,-74.006,Android Tablet,Firefox,133.83.251.18,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-05-26 20:13:32.098344,New York,40.7128,-74.006,iPhone,Firefox,219.115.96.231,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-05-26 20:43:32.098344,Tokyo,35.6762,139.6503,Android Phone,Chrome,83.57.141.181,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-05-28 17:59:44.100127,London,51.5074,-0.1278,Android Tablet,Firefox,203.210.118.227,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-05-30 15:19:56.097119,New York,40.7128,-74.006,Android Phone,Chrome,26.204.149.220,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-06-05 20:21:35.088613,Sydney,-33.8688,151.2093,Android Tablet,Edge,70.198.151.197,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-06-07 13:57:55.104900,New York,40.7128,-74.006,iPhone,Chrome,10.106.82.51,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-06-08 12:00:33.098205,New York,40.7128,-74.006,Android Tablet,Firefox,112.248.122.76,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-06-13 14:51:14.095026,New York,40.7128,-74.006,iPhone,Firefox,141.212.248.130,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-06-16 11:19:45.102993,New York,40.7128,-74.006,iPhone,Safari,168.72.88.19,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-06-17 10:30:27.102424,New York,40.7128,-74.006,iPhone,Chrome,85.77.201.72,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-06-21 20:49:11.096699,New York,40.7128,-74.006,iPhone,Firefox,124.191.34.104,0
USER_0001,New York,"iPhone,Android Tablet","Firefox,Chrome",2026-06-22 22:02:58.096285,Tokyo,35.6762,139.6503,Android Tablet,Firefox,36.79.246.201,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-03-24 19:17:40.114419,New York,40.7128,-74.006,Android Phone,Edge,61.126.198.207,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-03-24 19:19:40.114419,New York,40.7128,-74.006,MacBook,Edge,3.189.92.8,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-03-27 08:01:55.108613,New York,40.7128,-74.006,iPad,Edge,222.42.222.159,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-03-28 15:20:58.112536,New York,40.7128,-74.006,Android Phone,Edge,77.39.90.49,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-03-28 16:14:40.110464,Singapore,1.3521,103.8198,Android Phone,Edge,67.169.229.183,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-03-30 18:37:30.106205,New York,40.7128,-74.006,Windows Laptop,Edge,72.148.21.58,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-03-30 22:44:55.111659,Toronto,43.6532,-79.3832,Android Tablet,Edge,129.236.97.161,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-03-30 23:14:55.111659,Singapore,1.3521,103.8198,MacBook,Edge,132.188.224.135,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-03-31 10:31:56.107961,New York,40.7128,-74.006,Android Phone,Edge,63.11.182.153,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-01 11:30:08.114635,New York,40.7128,-74.006,Android Phone,Edge,204.200.172.79,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-01 12:27:12.105986,Sydney,-33.8688,151.2093,Android Phone,Edge,126.91.53.169,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-01 13:17:50.106096,New York,40.7128,-74.006,iPad,Safari,132.137.154.142,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-02 12:31:05.109484,New York,40.7128,-74.006,Android Phone,Edge,116.158.244.197,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-02 23:54:03.107198,New York,40.7128,-74.006,Android Phone,Edge,144.116.52.168,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-03 06:56:39.112872,New York,40.7128,-74.006,iPad,Firefox,208.238.71.239,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-03 08:00:00.111118,New York,40.7128,-74.006,iPad,Edge,148.79.64.18,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-03 12:24:01.113968,New York,40.7128,-74.006,iPad,Edge,212.46.242.3,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-04 14:20:35.107517,Sydney,-33.8688,151.2093,Android Phone,Edge,182.249.108.176,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-04 14:23:22.111983,New York,40.7128,-74.006,iPad,Edge,29.17.181.172,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-04 17:19:26.111554,New York,40.7128,-74.006,Android Phone,Edge,11.8.1.138,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-06 15:21:29.112762,New York,40.7128,-74.006,Android Phone,Edge,41.128.101.87,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-06 21:16:59.105549,New York,40.7128,-74.006,Android Phone,Edge,161.65.59.154,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-10 15:25:53.114308,Singapore,1.3521,103.8198,iPad,Edge,117.243.253.195,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-11 06:06:47.110034,New York,40.7128,-74.006,iPad,Edge,199.34.178.160,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-11 23:46:04.114077,New York,40.7128,-74.006,iPad,Edge,198.72.148.154,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-12 07:33:42.113860,New York,40.7128,-74.006,Android Phone,Edge,100.140.26.13,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-13 16:29:21.109928,New York,40.7128,-74.006,Android Phone,Edge,70.204.128.192,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-19 06:24:55.106427,New York,40.7128,-74.006,iPad,Edge,140.13.225.18,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-19 20:29:01.106755,New York,40.7128,-74.006,iPad,Edge,170.97.225.243,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-21 10:11:51.112307,Paris,48.8566,2.3522,iPad,Edge,172.40.189.34,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-21 10:22:42.108829,New York,40.7128,-74.006,MacBook,Edge,87.34.163.34,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-22 07:53:14.106981,Sydney,-33.8688,151.2093,iPad,Firefox,150.69.2.158,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-22 14:39:31.113311,New York,40.7128,-74.006,iPad,Edge,6.94.17.206,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-27 07:53:11.111446,Paris,48.8566,2.3522,iPad,Edge,79.20.142.140,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-27 14:00:52.109046,New York,40.7128,-74.006,Android Phone,Chrome,136.56.136.134,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-28 08:46:14.113420,New York,40.7128,-74.006,Android Phone,Edge,155.154.198.207,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-28 15:28:19.110572,New York,40.7128,-74.006,Android Phone,Edge,213.170.160.252,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-29 06:56:05.111878,New York,40.7128,-74.006,Android Phone,Edge,157.107.237.112,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-29 08:31:30.110787,Dubai,25.2048,55.2708,iPad,Edge,196.201.113.17,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-04-30 23:12:39.112643,New York,40.7128,-74.006,Android Phone,Edge,48.39.179.134,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-05-02 16:12:38.107736,Singapore,1.3521,103.8198,iPad,Edge,74.149.161.45,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-05-03 07:04:30.108288,Sydney,-33.8688,151.2093,iPad,Edge,84.47.16.218,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-05-03 12:45:59.107845,New York,40.7128,-74.006,iPad,Edge,126.68.44.128,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-05-04 14:50:58.108938,Paris,48.8566,2.3522,iPad,Edge,167.95.180.139,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-05-06 12:12:03.106319,New York,40.7128,-74.006,iPad,Edge,24.144.218.85,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-05-10 06:13:07.110249,New York,40.7128,-74.006,Android Phone,Edge,8.58.244.125,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-05-13 10:33:48.109263,Toronto,43.6532,-79.3832,iPad,Edge,184.3.155.168,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-05-15 17:39:42.108720,New York,40.7128,-74.006,Android Phone,Edge,198.4.61.45,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-05-15 18:05:05.109593,New York,40.7128,-74.006,iPad,Edge,213.164.86.162,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-05-20 15:45:33.113201,New York,40.7128,-74.006,Android Phone,Edge,204.211.102.137,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-05-22 10:41:25.109371,Paris,48.8566,2.3522,Android Phone,Edge,216.118.124.209,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-05-23 22:43:41.110355,New York,40.7128,-74.006,Windows Laptop,Edge,37.166.39.165,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-05-24 18:01:19.108398,Sydney,-33.8688,151.2093,Android Phone,Edge,182.174.105.91,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-05-24 19:44:04.106863,Paris,48.8566,2.3522,iPhone,Edge,153.48.108.166,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-05-26 14:21:41.105438,London,51.5074,-0.1278,Android Phone,Edge,84.160.119.80,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-05-26 18:34:40.108177,Paris,48.8566,2.3522,Android Phone,Edge,66.5.79.212,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-05-28 17:13:40.114199,New York,40.7128,-74.006,iPad,Edge,177.167.120.27,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-05-30 07:45:39.110903,New York,40.7128,-74.006,Android Phone,Edge,78.142.140.71,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-05-30 12:18:42.111005,New York,40.7128,-74.006,iPad,Edge,109.178.201.189,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-05-30 20:29:11.110144,New York,40.7128,-74.006,iPad,Edge,159.205.35.78,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-05-31 10:19:35.106646,New York,40.7128,-74.006,iPad,Edge,204.237.85.35,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-06-02 07:04:44.108069,New York,40.7128,-74.006,iPad,Edge,141.25.247.81,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-06-02 18:54:25.112198,Dubai,25.2048,55.2708,Android Phone,Edge,1.78.139.74,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-06-03 17:36:57.111335,Toronto,43.6532,-79.3832,iPad,Edge,154.74.204.121,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-06-04 06:20:26.113638,New York,40.7128,-74.006,MacBook,Safari,66.205.149.41,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-06-04 17:12:06.105662,New York,40.7128,-74.006,Android Phone,Edge,187.236.20.175,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-06-05 16:03:58.105318,Sydney,-33.8688,151.2093,iPad,Edge,23.176.134.121,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-06-06 16:18:48.107091,New York,40.7128,-74.006,iPad,Edge,88.143.217.185,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-06-09 13:56:09.112090,New York,40.7128,-74.006,Android Phone,Edge,158.219.45.173,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-06-10 18:08:39.107411,New York,40.7128,-74.006,iPad,Edge,146.3.51.92,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-06-11 06:39:17.109155,New York,40.7128,-74.006,Android Phone,Edge,116.68.253.231,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-06-13 09:04:11.108508,New York,40.7128,-74.006,Android Phone,Edge,156.17.0.182,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-06-13 19:42:54.113749,New York,40.7128,-74.006,iPad,Edge,138.12.5.25,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-06-14 07:15:48.112418,New York,40.7128,-74.006,Android Phone,Edge,31.174.104.122,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-06-14 07:30:26.107628,New York,40.7128,-74.006,Android Phone,Edge,10.192.12.0,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-06-16 08:36:22.109820,Mumbai,19.076,72.8777,Android Phone,Chrome,182.215.57.76,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-06-18 08:07:59.105878,New York,40.7128,-74.006,Android Phone,Edge,124.1.48.132,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-06-18 10:32:33.105771,New York,40.7128,-74.006,iPad,Edge,105.225.140.39,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-06-19 08:12:28.109701,New York,40.7128,-74.006,MacBook,Chrome,147.140.30.56,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-06-20 03:04:37.107304,London,51.5074,-0.1278,Android Phone,Edge,40.45.242.225,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-06-20 20:39:50.106536,New York,40.7128,-74.006,iPad,Edge,53.184.176.49,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-06-20 20:53:09.110680,New York,40.7128,-74.006,iPad,Edge,175.33.50.138,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-06-21 07:45:15.113091,New York,40.7128,-74.006,Android Phone,Edge,166.72.203.136,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-06-21 20:36:42.113528,New York,40.7128,-74.006,iPad,Edge,216.184.148.102,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-06-22 07:54:52.112984,New York,40.7128,-74.006,Android Phone,Edge,31.48.139.241,0
USER_0002,New York,"Android Phone,iPad",Edge,2026-06-22 20:51:49.111229,New York,40.7128,-74.006,Android Phone,Edge,97.95.178.223,0
USER_0003,Los Angeles,"iPhone,Android Tablet,iPad","Edge,Chrome",2026-03-24 15:26:17.116160,Los Angeles,34.0522,-118.2437,iPhone,Chrome,153.249.196.41,0
USER_0003,Los Angeles,"iPhone,Android Tablet,iPad","Edge,Chrome",2026-03-31 12:09:39.116018,Los Angeles,34.0522,-118.2437,Windows Laptop,Chrome,173.59.198.62,0
USER_0003,Los Angeles,"iPhone,Android Tablet,iPad","Edge,Chrome",2026-04-03 11:18:51.118418,Toronto,43.6532,-79.3832,MacBook,Edge,156.9.182.224,0
USER_0003,Los Angeles,"iPhone,Android Tablet,iPad","Edge,Chrome",2026-04-03 16:10:17.115585,Los Angeles,34.0522,-118.2437,Android Tablet,Edge,39.158.198.23,0
USER_0003,Los Angeles,"iPhone,Android Tablet,iPad","Edge,Chrome",2026-04-06 23:12:27.115731,Los Angeles,34.0522,-118.2437,Windows Laptop,Edge,121.22.22.20,0
USER_0003,Los Angeles,"iPhone,Android Tablet,iPad","Edge,Chrome",2026-04-08 10:23:31.118117,Los Angeles,34.0522,-118.2437,iPad,Firefox,23.34.214.220,0
USER_0003,Los Angeles,"iPhone,Android Tablet,iPad","Edge,Chrome",2026-04-11 20:38:09.116308,Los Angeles,34.0522,-118.2437,iPhone,Edge,107.92.50.249,0
USER_0003,Los Angeles,"iPhone,Android Tablet,iPad","Edge,Chrome",2026-04-13 09:37:09.119618,Toronto,43.6532,-79.3832,iPad,Safari,205.12.48.205,0
USER_0003,Los Angeles,"iPhone,Android Tablet,iPad","Edge,Chrome",2026-04-14 10:58:51.120431,Toronto,43.6532,-79.3832,iPad,Edge,116.100.136.154,0
USER_0003,Los Angeles,"iPhone,Android Tablet,iPad","Edge,Chrome",2026-04-14 22:54:03.116869,Los Angeles,34.0522,-118.2437,Android Tablet,Firefox,15.106.88.179,0
USER_0003,Los Angeles,"iPhone,Android Tablet,iPad","Edge,Chrome",2026-04-17 23:23:31.120314,Los Angeles,34.0522,-118.2437,Android Tablet,Chrome,40.137.155.179,0
USER_0003,Los Angeles,"iPhone,Android Tablet,iPad","Edge,Chrome",2026-04-18 07:35:13.115010,Los Angeles,34.0522,-118.2437,iPad,Firefox,41.10.107.203,0
USER_0003,Los Angeles,"iPhone,Android Tablet,iPad","Edge,Chrome",2026-04-20 11:58:33.115874,Los Angeles,34.0522,-118.2437,Android Phone,Edge,212.184.157.83,0
USER_0003,Los Angeles,"iPhone,Android Tablet,iPad","Edge,Chrome",2026-04-24 06:39:52.115160,Los Angeles,34.0522,-118.2437,Windows Laptop,Edge,42.97.176.202,0
USER_0003,Los Angeles,"iPhone,Android Tablet,iPad","Edge,Chrome",2026-04-25 11:02:30.120197,Los Angeles,34.0522,-118.2437,iPhone,Chrome,207.97.44.42,0
USER_0003,Los Angeles,"iPhone,Android Tablet,iPad","Edge,Chrome",2026-04-30 11:51:22.120548,Los Angeles,34.0522,-118.2437,Android Tablet,Edge,61.99.210.99,0
USER_0003,Los Angeles,"iPhone,Android Tablet,iPad","Edge,Chrome",2026-04-30 12:15:48.117976,New York,40.7128,-74.006,iPhone,Edge,211.162.126.131,0
USER_0003,Los Angeles,"iPhone,Android Tablet,iPad","Edge,Chrome",2026-05-03 20:09:37.117284,Los Angeles,34.0522,-118.2437,Android Tablet,Edge,219.109.226.1,0
USER_0003,Los Angeles,"iPhone,Android Tablet,iPad","Edge,Chrome",2026-05-06 12:47:58.117556,Los Angeles,34.0522,-118.2437,Android Tablet,Chrome,21.198.174.130,0
USER_0003,Los Angeles,"iPhone,Android Tablet,iPad","Edge,Chrome",2026-05-13 07:21:43.118560,Los Angeles,34.0522,-118.2437,Android Tablet,Chrome,94.139.96.20,0
USER_0003,Los Angeles,"iPhone,Android Tablet,iPad","Edge,Chrome",2026-05-14 07:01:33.118853,Los Angeles,34.0522,-118.2437,iPhone,Chrome,45.121.77.29,0
USER_0003,Los Angeles,"iPhone,Android Tablet,iPad","Edge,Chrome",2026-05-20 17:05:54.119770,Los Angeles,34.0522,-118.2437,Android Tablet,Chrome,91.188.77.59,0
USER_0003,Los Angeles,"iPhone,Android Tablet,iPad","Edge,Chrome",2026-05-24 11:40:34.116732,Los Angeles,34.0522,-118.2437,Windows Laptop,Edge,22.1.0.196,0
USER_0003,Los Angeles,"iPhone,Android Tablet,iPad","Edge,Chrome",2026-05-26 08:47:43.118707,Los Angeles,34.0522,-118.2437,iPhone,Chrome,6.203.228.81,0
